loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2017-05-14 22:05:01.570,1,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.54519,37.91619873046875,22.52005004882812,-91.02410888671875,345.0775146484375,336.8712463378906,25,96.60117016666668,0.12603759765625,-0.51983642578125,-0.8038482666015625,96.56305416666667,0.007559116438080909,-0.4906200528715206,-0.06091235308451035,96.57803616666668,0.1125415465925634,0.1215863625286288,0.5579253385159307,0.1809186041355133,-0.7173044681549072,-0.06184912472963333,0.004420583136379719,0.01145243458449841,0.06020144745707512,XArbitraryCorrectedZVertical,0.2711299861993576,0.0737724308319026,0.07067014630535549,0.9571059969793683,0.1028944775462151,-0.5294272899627686,-0.8420923352241516,45.57487106323242,16.37797546386719,-87.15605926513672,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.619,2,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.604104,35.13168334960938,21.96157836914062,-92.54925537109375,345.7783508300781,337.5720825195312,25,96.65998816666668,0.042999267578125,-0.562164306640625,-0.8336181640625,96.63299116666667,0.394675413543672,-0.5819467708691719,-0.1404047821461765,96.65795516666667,0.0968715255498917,0.07214519513386713,0.585928882316178,0.3883916139602661,-0.6317240595817566,-0.0408741757273674,0.01272526662796736,0.006449516396969557,0.007987544871866703,XArbitraryCorrectedZVertical,0.2865935383002575,0.04846090989784044,0.05672671598082988,0.9551427975493744,0.06005915626883507,-0.5529735684394836,-0.8310313820838928,39.95098876953125,14.43399810791016,-90.20567321777344,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.655,3,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.604104,35.13168334960938,21.96157836914062,-92.54925537109375,345.7783508300781,337.5720825195312,25,96.71883016666668,0.0491180419921875,-0.54571533203125,-0.839599609375,96.70493316666668,0.0001241033067976925,-0.1652675214509383,-0.03882409500339315,96.68994916666668,0.09678151705753656,0.06146026176382387,0.5928423591868068,0.1147496178746223,-0.19244284927845,0.0285868588835001,-0.04151041805744171,-0.01648996770381927,0.00448682764545083,XArbitraryCorrectedZVertical,0.2901982404206379,0.04347362581268121,0.0552047702730854,0.9543832869736161,0.05094034969806671,-0.558720588684082,-0.8277900218963623,38.58290100097656,13.58229446411133,-90.93055725097656,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.714,4,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.665253,32.17311096191406,20.96426391601562,-94.1890869140625,346.9870910644531,338.7808227539062,25,96.77767516666667,0.04522705078125,-0.56658935546875,-0.78375244140625,96.73989716666668,-0.03227831136008739,-0.08979380247420167,-0.06342664346965417,96.72991216666668,0.09533290191042697,0.05495774748609603,0.5929203268329639,-0.02418756857514381,-0.1321408003568649,-0.04274120554327965,0.001717527746222913,0.01790696941316128,0.001400132547132671,XArbitraryCorrectedZVertical,0.2904425976091465,0.04016158708052843,0.05357007192580707,0.9545472182197645,0.04555420204997063,-0.5587852597236633,-0.8280602693557739,37.85329437255859,13.44094848632812,-91.25762939453125,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.775,5,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.724056,30.58001708984375,20.44566345214844,-95.193359375,347.8123779296875,339.6061096191406,25,96.83650316666667,0.018585205078125,-0.5562286376953125,-0.787506103515625,96.80982116666667,-0.01746847253815675,-0.07827589707571797,-0.02700312187285844,96.80982116666667,0.09145864606232786,0.04624751728430321,0.5951888714284496,-0.008266881108283997,-0.1238081902265549,-0.01591338403522968,-0.02213746681809425,0.005718258675187826,0.03485989198088646,XArbitraryCorrectedZVertical,0.2918258760411786,0.03548281785040557,0.05046503850550728,0.9544799147173469,0.03828126564621925,-0.5606651306152344,-0.8271572589874268,36.9266242980957,13.44195556640625,-91.63636779785156,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.854,6,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.84458,29.81697082519531,20.32601928710938,-95.5367431640625,348.1305847167969,339.92431640625,25,96.89534416666667,0.0508880615234375,-0.5519866943359375,-0.8297271728515625,96.87976016666667,-0.1310709351576668,0.1576823060341746,-0.02087199241127801,96.84978916666667,0.09331958980890971,0.04139163277205786,0.5953299127592121,-0.09279195219278336,0.03135622665286064,0.03400393202900887,-0.01715587452054024,0.009588703513145447,0.03994663432240486,XArbitraryCorrectedZVertical,0.2919839085634511,0.03343964449852222,0.0506449559769326,0.9544958228038088,0.03426097705960274,-0.5607819557189941,-0.8272543549537659,36.39190292358398,13.33081436157227,-91.86622619628906,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.896,7,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.84458,29.81697082519531,20.32601928710938,-95.5367431640625,348.1305847167969,339.92431640625,25,96.95418016666667,0.03887939453125,-0.553070068359375,-0.8128814697265625,96.91472216666668,-0.03662379131076968,0.08291672159129006,-0.02354873562291666,96.92969116666667,0.09221227319882512,0.04884126606937103,0.5897014263477809,-0.02411365695297718,0.0595954917371273,0.001496964483521879,0.002072145929560065,0.00527061615139246,0.0205758698284626,XArbitraryCorrectedZVertical,0.2891247737418406,0.03672918721948879,0.05117598965593417,0.9552166508691443,0.04057617112994194,-0.5561128854751587,-0.8301156759262085,36.88274002075195,13.84920501708984,-91.5933837890625,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:01.949,8,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821100.966125,31.74850533253676,-106.4869283606359,1143.484,2.03,101.6015625,8,10,1494821101.911514,30.20518493652344,20.57867431640625,-95.1680908203125,348.01123046875,339.8049621582031,25,97.01307112500001,0.0462188720703125,-0.5471954345703125,-0.8284759521484375,96.984713125,-0.03859559578186435,0.1337516731109406,0.0107112339042987,96.99969712500001,0.09378779116616309,0.05282474810095245,0.5891631559844798,-0.0336788073182106,0.07658766210079193,0.0185429397970438,0.0001689943019300699,0.014176812954247,0.00502041494473815,XArbitraryCorrectedZVertical,0.2887344936332708,0.0388493194445259,0.0525010242521345,0.9551789178041546,0.04389838874340057,-0.5556654334068298,-0.8302462697029114,37.35446548461914,13.84439468383789,-91.40274047851562,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:02.029,9,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821101.983072,31.74853056206531,-106.4868178871521,1138.17,2.03,101.6015625,12,10,1494821101.965372,30.37921142578125,21.07066345214844,-95.1044921875,348.1030578613281,339.8967895507812,25,97.07189012500001,0.0355682373046875,-0.5554962158203125,-0.8011474609375,97.054641125,-0.04577840755791707,0.1560793493740559,-0.01169846772039107,97.03966012500001,0.09469201733137994,0.05610334637045147,0.5877696186174916,-0.02591532282531261,0.1125786677002907,0.01122009661048651,-0.006899162195622921,0.001634621876291931,0.01678325980901718,XArbitraryCorrectedZVertical,0.2879636553061541,0.04051970187744271,0.05339696738013934,0.9552925472634493,0.0466635674238205,-0.5545063018798828,-0.8308701515197754,37.74194717407227,13.99496078491211,-91.220458984375,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
2017-05-14 22:05:02.069,10,0211D7EC-4A0C-4BE7-80DD-93957CA4B509,my_iOS_device_1,1494821101.983072,31.74853056206531,-106.4868178871521,1138.17,2.03,101.6015625,12,10,1494821102.029379,30.40597534179688,21.4163818359375,-95.2060546875,348.1703186035156,339.9640502929688,25,97.13072212500001,0.07073974609375,-0.5582275390625,-0.81854248046875,97.089602125,-0.028500883669919,0.1750628942563587,-0.02432824287398285,97.079615125,0.09520126318637899,0.059769655247895,0.5872532343589127,-0.03321278095245361,0.1211174577474594,-0.00588371092453599,-0.0141583327203989,-0.001419688109308481,0.02983176335692406,XArbitraryCorrectedZVertical,0.2876076660370479,0.04233460467796378,0.05416415715501011,0.9552778945224123,0.04972657188773155,-0.5540765523910522,-0.8309792280197144,38.01411437988281,14.01772689819336,-91.10386657714844,1,81.55534187500001,unknown,2,2017-05-14 22:04:46.477,null,0,0,0,0,null,94.842754,0,0.07434082,88.03104,0.0.0.0,0.0.0.0,1,1,0.75,0
