loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude,locationLongitude,locationAltitude(m),locationSpeed,locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_en0(txt),IP_pdp_ip0(txt),deviceOrientation(Z),batteryState(R),batteryLevel(Z),state(N)
2017-12-03 21:11:55.187 -0700,1,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.15698,2.89566421508789,-7.00457000732422,-88.2918701171875,6.95560455322266,358.803894042969,15,282217.584281375,0.188934326171875,-0.641036987304688,-0.668182373046875,282217.547366375,0.073620957806369,-0.507741249203531,-0.252550761965522,282217.572317375,-0.163230299012633,0.217044505782634,0.748778976932509,0.04459534958005,-0.8403480052948,-0.271266222000122,0.019211951643229,0.043278437107802,0.049257654696703,XArbitraryCorrectedZVertical,0.370561122894287,0.070832833647728,-0.035953719168902,0.925405025482178,0.157744228839874,-0.680744826793671,-0.715334355831146,-25.4690284729004,-18.6773719787598,-104.365135192871,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.280 -0700,2,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.27063,-2.07917785644531,-6.85831451416016,-87.21923828125,11.1896381378174,3.03792715072632,15,282217.682283375,0.121475219726563,-0.693374633789063,-0.726486206054688,282217.647246375,-0.040986848124647,-0.097423226365061,0.143521745886005,282217.672249375,-0.157655838676731,0.187118305579526,0.739727885824097,0.095952041447163,-0.068596206605435,0.093855276703835,-0.009449959732592,-0.018875719979405,-0.007014421280473,XArbitraryCorrectedZVertical,0.365649193525314,0.05849326774478,-0.039433728903532,0.928075551986694,0.137410163879394,-0.674086928367615,-0.72575843334198,-28.5969657897949,-17.6313972473144,-103.734970092773,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.379 -0700,3,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.27063,-2.07917785644531,-6.85831451416016,-87.21923828125,11.1896381378174,3.03792715072632,15,282217.780297375,0.115982055664063,-0.669662475585938,-0.703475952148438,282217.747172375,-0.036552418593556,-0.154548298063369,0.04416692878231,282217.772148375,-0.15014553413922,0.166173686088691,0.747538139602964,-0.121124513447285,-0.272857010364532,0.114137016236782,0.013368237763643,-0.004551826510578,0.042171265929937,XArbitraryCorrectedZVertical,0.368637174367905,0.0497528873384,-0.039366077631712,0.927405834197998,0.121305838227272,-0.679835379123688,-0.723262548446655,-30.1144142150879,-18.2993927001953,-103.188430786133,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.485 -0700,4,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.40085,-4.41320037841797,-6.57912063598633,-86.6262817382813,13.0927925109863,4.94108152389526,15,282217.878306375,0.089080810546875,-0.655166625976563,-0.779632568359375,282217.847063375,-0.115896509582504,-0.172128623367309,0.09048409382875,282217.772148375,-0.15014553413922,0.166173686088691,0.747538139602964,-0.121124513447285,-0.272857010364532,0.114137016236782,0.013368237763643,-0.004551826510578,0.042171265929937,XArbitraryCorrectedZVertical,0.368637174367905,0.0497528873384,-0.039366077631712,0.927405834197998,0.121305838227272,-0.679835379123688,-0.723262548446655,-30.1144142150879,-18.2993927001953,-103.188430786133,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.577 -0700,5,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.50981,-8.02760696411133,-5.02359008789063,-86.2855224609375,15.9204664230347,7.76875591278076,15,282217.976320375,0.055252075195313,-0.6900634765625,-0.764205932617188,282217.946957375,0.170266807449235,-0.047951813323531,0.204990699638342,282217.872039375,-0.131809209214993,0.128586198189202,0.732977644272223,0.018980167806149,-0.214390262961388,0.127134621143341,-0.006219445727766,0.013918929733336,-0.042582787573338,XArbitraryCorrectedZVertical,0.360773205757141,0.036301534622908,-0.038383487612009,0.931156039237976,0.095300257205963,-0.669085562229157,-0.737049758434296,-33.0703964233398,-16.1285171508789,-102.644134521484,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.672 -0700,6,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.63675,-11.1352119445801,-6.20685577392578,-85.2886352539062,18.497257232666,10.3455476760864,15,282218.074318375,-0.152847290039063,-0.720123291015625,-0.615158081054688,282218.046886375,0.785643174217736,-0.854690685484111,0.74654850204759,282217.971958375,-0.108819349325136,0.097252658549448,0.750553839457451,0.212180942296982,-0.193590104579925,0.323927044868469,-0.015757827088237,-0.008019591681659,-0.03635036200285,XArbitraryCorrectedZVertical,0.368014603853226,0.025248095393181,-0.032748684287071,0.928900063037872,0.071009904146195,-0.68204391002655,-0.727855563163757,-34.8121185302734,-16.9121475219727,-101.939651489258,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.770 -0700,7,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.75239,-18.5374259948731,-10.8202857971191,-81.5919799804687,24.7616539001465,16.6099433898926,15,282218.172355375,0.146591186523438,-0.683578491210938,-0.657669067382813,282218.146777375,0.092397042439754,0.142062599924751,-0.495194830992059,282218.071837375,-0.030311225046402,-0.023303503584586,0.811430311137676,0.594793319702148,-0.939192950725555,0.598163902759552,-0.136805176734924,0.005149323958904,0.073116779327393,XArbitraryCorrectedZVertical,0.394441604614258,-0.016685316339135,-0.018521841615439,0.918582797050476,-0.016042118892074,-0.72527265548706,-0.68827486038208,-41.6775779724121,-20.3476486206055,-98.6840972900391,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.886 -0700,8,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.87694,-17.0169677734375,-15.3672485351563,-81.4658203125,24.1628284454346,16.0111179351807,15,282218.270370375,0.061172485351563,-0.752914428710938,-0.6600341796875,282218.246690375,0.262048659677181,0.154047357462326,0.077047913497083,282218.171742375,-0.057374281543319,-0.019425973288992,0.842367555065512,0.061818700283766,0.333005011081696,-0.530712783336639,0.159522205591202,0.062642805278301,0.007903291843832,XArbitraryCorrectedZVertical,0.408399313688278,-0.020586658269167,-0.030144590884447,0.912073194980621,-0.012931018136442,-0.746221303939819,-0.66557240486145,-44.0992813110352,-24.3364067077637,-96.7087860107422,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282214.676246,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:55.978 -0700,9,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.87694,-17.0169677734375,-15.3672485351563,-81.4658203125,24.1628284454346,16.0111179351807,15,282218.368385375,-0.067642211914063,-0.748794555664063,-0.610595703125,282218.346595375,0.053187321710518,0.143528137472621,0.20458323599156,282218.271667375,-0.080370851095384,0.026004969689924,0.860333272784284,0.26461398601532,0.057352311909199,0.234229952096939,0.044214349240065,0.005145548842847,-0.008069845847785,XArbitraryCorrectedZVertical,0.417125135660172,-0.004944254644215,-0.031093671917915,0.908303558826446,0.016958136111498,-0.758059978485107,-0.651964366436005,-40.7497138977051,-26.7906074523926,-97.526008605957,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282215.68708,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
2017-12-03 21:11:56.064 -0700,10,DC177AC5-2AD5-4A81-A6C2-D7075E6B0E09,my_iOS_device,1512360714.9946,31.7491628090215,-106.486719651247,1132.084,0,26.3671875,3,5,-9999,1512360715.99255,-15.803279876709,-16.2846145629883,-81.0746459960938,22.8398590087891,14.6881494522095,15,282218.466382375,0.02679443359375,-0.742828369140625,-0.653579711914063,282218.446494375,-0.284221606280962,0.168267306102803,-0.09349612902163,282218.371538375,-0.043072244635807,0.002485478277357,0.872954792223541,-0.038725532591343,0.068928830325604,0.118861071765423,-0.069239288568497,0.017436379566789,0.031967602670193,XArbitraryCorrectedZVertical,0.422675639390945,-0.007977712899446,-0.018990265205503,0.90604692697525,0.00159708049614,-0.766230940818787,-0.642563343048096,-41.0061149597168,-27.2248573303223,-97.2980117797852,1,282217.445131375,automotive,1,2017-12-03 21:11:55.094 -0700,null,0,0,0,0,null,282215.68708,0,-8.928467,88.39305,0.0.0.0,0.0.0.0,1,2,0.79,0
