loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,state
18:59.1,1361,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.18846893,73.5140686,-49.39916992,10.21566296,1.830317259,25,86243.88412,0.780197144,-0.148071289,-0.61630249,86243.8705,-0.002111354,0.025406557,-0.006311159,86243.83546,0.4979923,0.921792722,0.129845198,-0.001562195,0.017886722,0.002666954,-0.006868289,-0.018575385,-0.002593112,XArbitraryZVertical,-0.053054304,0.44444651,0.248216406,0.859093217,0.789979875,-0.129480645,-0.599305093,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.2,1362,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.01398849,72.99530029,-49.83514404,10.23487663,1.849531054,25,86243.94363,0.784606934,-0.11151123,-0.589248657,86243.90554,-0.003043993,-0.001025317,-0.010667292,86243.90554,0.498022347,0.921451884,0.129434128,-0.001429988,-0.003256169,-0.002723332,0.00307458,0.024077296,0.019757193,XArbitraryZVertical,-0.053198187,0.444259761,0.248152915,0.859199248,0.78981787,-0.129073024,-0.599606454,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.2,1363,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.2233696,73.27197266,-49.49969482,10.24262714,1.857281923,25,86244.00316,0.78755188,-0.127304077,-0.590255737,86243.97563,-0.001976598,-0.002081527,-0.010658503,86243.97563,0.498096994,0.921741654,0.129878684,-0.000361523,-0.004313547,-0.002712938,-0.011366089,-0.015032659,-0.011924287,XArbitraryZVertical,-0.053056608,0.444425016,0.248269693,0.859088797,0.789945781,-0.129513845,-0.599342823,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.3,1364,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.22336197,73.89456177,-49.29852295,10.25362015,1.868275166,25,86244.0627,0.781387329,-0.145080566,-0.613632202,86244.04571,3.52E-05,0.024355673,-0.007352455,86244.01068,0.498059911,0.922096907,0.129384724,-0.000538559,0.027399752,0.00377251,-0.002657673,0.001719956,0.008844974,XArbitraryZVertical,-0.053308136,0.444531087,0.248141603,0.859055353,0.790209532,-0.129024029,-0.599100709,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.3,1365,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,50.90929413,73.65246582,-49.19799805,10.25997162,1.874626517,25,86244.12223,0.789993286,-0.108581543,-0.586517334,86244.08075,-0.000897485,-0.012661733,-0.009620669,86244.08075,0.498113136,0.921318106,0.129746331,0.000718396,-0.014900473,-0.001677434,-0.000414142,0.010531902,0.000536079,XArbitraryZVertical,-0.053065414,0.444229914,0.248260356,0.859191853,0.789705515,-0.12938261,-0.599687696,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.4,1366,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.60722733,73.23739624,-48.52716064,10.25481796,1.869472384,25,86244.18175,0.78666687,-0.133682251,-0.588363647,86244.15084,8.79E-05,0.005315137,-0.007419567,86244.15084,0.498051559,0.922045443,0.129563001,0.001703332,0.003078075,0.000522675,-0.006255348,-0.014323351,0.000647246,XArbitraryZVertical,-0.053222055,0.444526352,0.248176466,0.85905307,0.790160358,-0.129200816,-0.599127471,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.5,1367,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693139,51.81660461,73.51409912,-48.9967041,10.24747181,1.862126112,25,86244.24128,0.780059814,-0.148391724,-0.61730957,86244.22094,-0.001029312,0.019061309,-0.006321013,86244.18588,0.498013522,0.921836094,0.129402618,-0.001581361,0.025279891,0.002687929,-0.003384562,-0.004640473,0.010941745,XArbitraryZVertical,-0.053257655,0.444422013,0.248132348,0.859117591,0.79005146,-0.129041776,-0.599305391,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.5,1368,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.74681091,73.30661011,-48.9967041,10.23445225,1.849106669,25,86244.30081,0.791351318,-0.110168457,-0.582885742,86244.29102,-0.001941444,-0.02536075,-0.008615326,86244.25597,0.498105052,0.921125334,0.129763205,0.002894873,-0.026535464,-0.002758594,-0.002570345,0.009266896,0.002319671,XArbitraryZVertical,-0.053032321,0.444148936,0.248265502,0.859234273,0.789588153,-0.129399344,-0.599838614,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.6,1369,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.67701721,73.23739624,-49.13092041,10.22859573,1.843250155,25,86244.36034,0.787078857,-0.129455566,-0.588989258,86244.32607,-0.002111354,0.02011379,-0.0052672,86244.32607,0.49806012,0.921969081,0.129611136,-0.000495077,0.017870989,0.002672615,-0.007883106,-0.015084337,0.001741421,XArbitraryZVertical,-0.053193465,0.444497954,0.248192185,0.859064994,0.790109694,-0.129248545,-0.599184036,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.6,1370,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.01398849,73.41033936,-49.49975586,10.2385416,1.853196025,25,86244.41987,0.780075073,-0.145751953,-0.615447998,86244.39614,0.000108391,0.00320325,-0.008489625,86244.39614,0.498098271,0.921265937,0.129469826,0.001724538,0.000955,-0.000552937,-0.002242371,0.022876734,0.01344679,XArbitraryZVertical,-0.053176388,0.444181293,0.248197896,0.859228174,0.789702713,-0.129108429,-0.599750519,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.7,1371,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,50.69992065,73.37576294,-49.66741943,10.25292683,1.86758101,25,86244.4794,0.791381836,-0.107177734,-0.586456299,86244.46624,0.000175769,-0.010540792,-0.010663297,86244.4312,0.498124925,0.921144883,0.129715133,-0.000269126,-0.031830106,-0.003880494,-0.00061864,0.010119496,0.002826796,XArbitraryZVertical,-0.053060155,0.444152182,0.248263534,0.859231445,0.789604843,-0.129351676,-0.599826932,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.8,1372,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.46763992,73.30661011,-49.0637207,10.26564693,1.880301476,25,86244.53893,0.785964966,-0.135513306,-0.588180542,86244.50129,-0.001073254,0.034928423,-0.006265086,86244.50129,0.497988081,0.921908658,0.129608809,0.000543164,0.03268097,0.001671691,-0.005558322,-0.013530247,0.001407873,XArbitraryZVertical,-0.053170973,0.444473692,0.248162364,0.859087554,0.790073693,-0.12924625,-0.599231958,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.8,1373,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.36294937,73.34118652,-49.43261719,10.26732922,1.881983399,25,86244.59846,0.777877808,-0.145812988,-0.616134644,86244.57137,-0.003058641,-0.006321812,-0.008560731,86244.57137,0.498060924,0.921256042,0.129406834,-0.001442566,-0.008573297,-0.000627287,0.001617563,0.02659845,0.015656788,XArbitraryZVertical,-0.053194374,0.444171973,0.248169024,0.859240218,0.78970325,-0.129045963,-0.599763215,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.9,1374,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.85150146,73.82540894,-49.36560059,10.2697897,1.884444356,25,86244.658,0.792953491,-0.107437134,-0.58505249,86244.64147,5.57E-05,0.006365488,-0.005290636,86244.60642,0.498144989,0.921416922,0.129731865,0.000792692,-0.036066514,-0.002823094,-0.011888462,-0.016444722,-0.01652386,XArbitraryZVertical,-0.053091073,0.444270128,0.248268411,0.859167148,0.789766252,-0.129368261,-0.599610806,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
18:59.9,1375,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,52.40984726,73.34118652,-49.56689453,10.26278019,1.877434969,25,86244.71751,0.787414551,-0.131332397,-0.590805054,86244.71154,-0.003140666,0.007418502,-0.005324458,86244.67651,0.498048542,0.922079377,0.129151893,-0.001614672,0.036898836,0.002715082,0.003203547,0.01293316,0.018764654,XArbitraryZVertical,-0.053405092,0.44450146,0.248088759,0.859079924,0.790222943,-0.12879315,-0.599132717,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
19:00.0,1376,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.50253677,73.68704224,-49.29858398,10.25719166,1.871845961,25,86244.77703,0.780181885,-0.147842407,-0.61831665,86244.74659,0.000181628,-0.017949173,-0.009626795,86244.74659,0.498162499,0.921298406,0.129691797,0.001796635,-0.020205272,-0.001697212,-0.004207385,-0.005467609,-0.009804816,XArbitraryZVertical,-0.053097748,0.444214894,0.248270753,0.859194617,0.789699316,-0.129328534,-0.599707484,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
19:00.1,1377,1432693139,31.76600582,-106.4510518,1135.145,0,0.703125,3,10,-9999,1432693140,51.29315567,73.61785889,-48.89611816,10.25622845,1.870882988,25,86244.83657,0.790496826,-0.109069824,-0.588134766,86244.81668,-0.001052748,0.022231004,-0.005247226,86244.81668,0.49803284,0.922238645,0.129282789,0.000561216,0.019977355,0.002680396,-0.004004278,-0.000746239,0.012387757,XArbitraryZVertical,-0.053364209,0.444582883,0.248104992,0.859035642,0.790304959,-0.128922954,-0.598996639,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.7188721,88.54472,0.0.0.0,33.234.95.54,4,1,
19:00.1,1378,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,50.83950424,72.75320435,-48.99664307,10.26220703,1.876861453,25,86244.89609,0.7862854,-0.130477905,-0.590988159,86244.88677,-0.002000034,-0.004204599,-0.008540758,86244.85174,0.498018032,0.921706627,0.129274106,-0.000519845,0.030553756,0.001637563,0.001699972,0.012932284,0.016699797,XArbitraryZVertical,-0.053298711,0.444353915,0.248111012,0.85915643,0.789987028,-0.128914341,-0.599417686,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.2,1379,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,51.22336197,72.64944458,-49.16442871,10.26322746,1.877881885,25,86244.95563,0.782409668,-0.149520874,-0.618041992,86244.92181,-0.000888697,-0.026420689,-0.007543936,86244.92181,0.498158421,0.921176139,0.129880603,0.000724701,-0.028680587,0.00038097,-0.005670993,-0.007584468,-0.010608057,XArbitraryZVertical,-0.052999211,0.444180642,0.248311474,0.859206642,0.789606512,-0.129515752,-0.599789262,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.2,1380,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,51.22336197,72.85693359,-49.5668335,10.26618767,1.880841732,25,86245.01516,0.790115356,-0.109298706,-0.58631897,86244.9919,-0.001117196,0.040210004,-0.004121242,86244.9919,0.498036089,0.922150446,0.129252908,0.00049464,0.037953101,0.00380091,-0.003771408,0.001085701,0.01642707,XArbitraryZVertical,-0.053367036,0.444542038,0.248102525,0.859057317,0.790255189,-0.128893316,-0.599068701,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.3,1381,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,51.57232666,73.75619507,-49.49975586,10.2694006,1.884055018,25,86245.07468,0.7840271,-0.12348938,-0.588287354,86245.06199,-0.000868191,-0.023239809,-0.009657954,86245.02694,0.49804425,0.921521548,0.129234882,-0.001507328,0.012574092,-0.000568923,0.002401991,0.017120071,0.018832697,XArbitraryZVertical,-0.053298702,0.444269934,0.248119053,0.859197538,0.789880097,-0.128875449,-0.599566936,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.4,1382,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,50.97909546,72.96069336,-48.99664307,10.26927376,1.883928418,25,86245.13421,0.777175903,-0.152908325,-0.619415283,86245.13208,-0.001014664,0.019065038,-0.007383614,86245.09703,0.498162954,0.921020102,0.129909461,-0.000291718,-0.030789949,-0.002831607,-0.004246902,-0.013079534,-0.015751399,XArbitraryZVertical,-0.052968241,0.444116263,0.24832355,0.85923834,0.789509952,-0.129544362,-0.5999102,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.4,1383,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,51.29315948,72.85690308,-49.03015137,10.27238655,1.887041211,25,86245.19373,0.788635254,-0.112258911,-0.593261719,86245.16711,-0.002140649,0.041277399,-0.007317834,86245.16711,0.498014414,0.921573194,0.129215328,-0.000532613,0.039014351,0.000594719,-0.002757934,0.008189548,0.018137297,XArbitraryZVertical,-0.05330702,0.444291034,0.248100794,0.859191384,0.789913058,-0.128856048,-0.599527657,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.5,1384,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693140,51.39784622,73.02987671,-48.72827148,10.26919365,1.883847713,25,86245.25327,0.786376953,-0.115921021,-0.582290649,86245.23721,-0.000827178,-0.027463582,-0.01179807,86245.20217,0.498078391,0.920634759,0.129608148,-0.001423285,-0.012814844,-0.001723929,-0.000674514,0.016986676,0.006976291,XArbitraryZVertical,-0.053033229,0.443923948,0.248234849,0.859359334,0.78930974,-0.129245594,-0.600238025,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.5,1385,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,50.90929413,73.72161865,-49.13079834,10.27057934,1.885233998,25,86245.31278,0.778045654,-0.156723022,-0.61529541,86245.27224,-0.00092678,-0.007376424,-0.008539426,86245.27224,0.498072659,0.92150197,0.129345188,0.000681869,-0.00964086,-0.00062585,-0.012757438,-0.021131139,-0.005788124,XArbitraryZVertical,-0.053254416,0.444271381,0.248154708,0.859189239,0.78985703,-0.128984824,-0.599573791,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.6,1386,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.78171158,73.20285034,-48.82879639,10.26133347,1.875988126,25,86245.37232,0.78704834,-0.124450684,-0.603942871,86245.34234,-0.001002946,0.020126574,-0.008442487,86245.34234,0.498063565,0.92096986,0.129268857,0.000603787,0.017859204,-0.000533404,0.002721113,0.021945024,0.018243384,XArbitraryZVertical,-0.053219708,0.444035669,0.248149103,0.859314849,0.789545715,-0.128909141,-0.599999964,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.6,1387,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.22336197,72.6494751,-48.76177979,10.25920486,1.873859644,25,86245.43182,0.789306641,-0.105331421,-0.576934814,86245.41243,0.000155262,-0.019014438,-0.007505321,86245.37737,0.498120412,0.920869793,0.129596539,0.000762617,-0.033970956,-0.001777607,-0.002403677,0.004783392,-0.003889485,XArbitraryZVertical,-0.0530768,0.444022702,0.248244258,0.859302904,0.789452016,-0.129234076,-0.60005337,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.7,1388,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.25826263,72.96075439,-48.52703857,10.25358009,1.868234873,25,86245.49136,0.776184082,-0.14692688,-0.60383606,86245.48252,-0.0020762,0.028591165,-0.009487778,86245.44747,0.4980281,0.921506586,0.129611225,-0.001556599,0.024199197,0.000527439,-0.00775848,-0.007943135,0.007218467,XArbitraryZVertical,-0.053128917,0.444300144,0.248190742,0.859171726,0.789832473,-0.129248634,-0.599549413,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.8,1389,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.29315567,73.47955322,-49.56671143,10.25522327,1.869877815,25,86245.55088,0.782546997,-0.139938354,-0.618392944,86245.51756,-0.000876979,-0.020066386,-0.009646768,86245.51756,0.498028972,0.920801118,0.129477928,0.000728232,-0.022335343,-0.001741888,0.000951752,0.00964014,0.005283499,XArbitraryZVertical,-0.05309978,0.443984208,0.248182156,0.859339312,0.789422989,-0.129116461,-0.600116849,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.8,1390,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,50.90929413,72.54571533,-49.66741943,10.27409363,1.888748407,25,86245.61043,0.795059204,-0.101638794,-0.575042725,86245.58765,-0.001023453,0.02223846,-0.007372429,86245.58765,0.497944868,0.922200119,0.128965294,0.00058052,0.019972462,0.00053012,-0.010117296,-0.012413629,0.003424955,XArbitraryZVertical,-0.053478495,0.444538139,0.248002182,0.859081376,0.790314436,-0.128608093,-0.599051774,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.9,1391,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.18846512,72.75326538,-49.13079834,10.27545357,1.89010787,25,86245.66994,0.78024292,-0.135192871,-0.590820313,86245.65773,-0.000961934,-0.005268265,-0.006406767,86245.62269,0.497899078,0.922030667,0.128785977,-0.000528322,0.035838693,0.000572769,-0.001168782,0.007534883,0.016863197,XArbitraryZVertical,-0.053525601,0.444449321,0.247949742,0.859139533,0.790231287,-0.128430262,-0.599199593,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:00.9,1392,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.50253677,72.71862793,-48.62780762,10.27017689,1.88483119,25,86245.72946,0.77746582,-0.149185181,-0.620574951,86245.69277,-0.002961968,-0.046522228,-0.00763981,86245.69277,0.498054621,0.921725145,0.129151064,-0.001360417,-0.048789755,0.000257919,-0.004762968,-0.004920444,-0.011320386,XArbitraryZVertical,-0.053362863,0.444349054,0.248100653,0.859157953,0.79001075,-0.128792331,-0.59941262,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.0,1393,1432693140,31.76600582,-106.4510518,1135.056,0,0.703125,3,10,-9999,1432693141,51.32805252,72.61489868,-48.92956543,10.26727867,1.881932735,25,86245.78899,0.788101196,-0.106719971,-0.584320068,86245.76287,-2.93E-05,0.042334674,-0.006226471,86245.76287,0.497993295,0.922148693,0.12922687,0.001572495,0.040068757,0.001671162,-0.004368125,-0.002373347,0.014065371,XArbitraryZVertical,-0.053368675,0.444539922,0.248078774,0.859065169,0.790256798,-0.128867492,-0.599072099,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.1,1394,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,51.08377838,72.99536133,-49.29840088,10.27824688,1.892901421,25,86245.8485,0.785842896,-0.123641968,-0.583969116,86245.83295,-0.002959038,-0.036994503,-0.009731457,86245.79791,0.498011394,0.921679531,0.129332748,-0.001553176,0.009381781,0.002583698,-0.001863578,0.022252521,0.015114458,XArbitraryZVertical,-0.053268268,0.444348094,0.248121075,0.859158423,0.789964795,-0.128972486,-0.599434555,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.1,1395,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,51.11867905,73.02996826,-49.26495361,10.28227997,1.89693439,25,86245.90803,0.775405884,-0.15007019,-0.619262695,86245.86801,-0.005123123,-0.024304008,-0.00971175,86245.86801,0.498206496,0.921687778,0.129599467,-0.00352321,-0.026572922,-0.001817423,-0.008982204,-0.024190145,-0.014865875,XArbitraryZVertical,-0.053196174,0.444372106,0.248260115,0.859110303,0.789942265,-0.129236981,-0.599407196,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.2,1396,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,51.43274307,73.34124756,-49.23144531,10.28179169,1.896446228,25,86245.96756,0.789337158,-0.10798645,-0.588485718,86245.93809,-0.003184608,0.028578382,-0.006312491,86245.93809,0.498150148,0.921785722,0.129064152,-0.001586151,0.026310649,0.001579598,-0.002046351,0.003477253,0.0156008,XArbitraryZVertical,-0.053429552,0.444364161,0.248121999,0.859139831,0.79005599,-0.128706127,-0.599371552,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.2,1397,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,51.50253677,73.0645752,-49.16430664,10.27407742,1.888732314,25,86246.02708,0.787734985,-0.125656128,-0.584640503,86246.00817,-0.00191215,-0.035938826,-0.00865261,86245.97313,0.498228596,0.921293372,0.129149069,-0.0003804,-0.009645321,-0.001725634,-0.000414933,0.020803895,0.011268133,XArbitraryZVertical,-0.053348809,0.444158732,0.248186496,0.859232442,0.789752066,-0.128790349,-0.599753857,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.3,1398,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,50.6650238,73.34127808,-49.63391113,10.28752232,1.902176738,25,86246.08661,0.777557373,-0.146652222,-0.619247437,86246.04322,-0.002026399,-0.005269863,-0.006419283,86246.04322,0.498326686,0.921743514,0.129472754,-0.000429687,-0.007540634,0.001470193,-0.011729456,-0.021279298,-0.010108751,XArbitraryZVertical,-0.053285126,0.444380653,0.248283917,0.859093491,0.789988756,-0.129111335,-0.599373043,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.4,1399,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,50.94419479,73.68713379,-49.43267822,10.29602432,1.910678864,25,86246.14613,0.786407471,-0.108215332,-0.587509155,86246.11331,-0.001000017,0.013776,-0.007402256,86246.11331,0.498260616,0.921167957,0.129152201,0.000595709,0.011505124,0.000485886,0.004390837,0.020684931,0.017989246,XArbitraryZVertical,-0.053338987,0.444104299,0.248204248,0.859256059,0.789676547,-0.128793448,-0.599852622,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
19:01.4,1400,1432693141,31.76600582,-106.4510518,1135.043,0,0.703125,3,10,-9999,1432693141,51.39784622,73.30670166,-49.33209229,10.29912376,1.913778186,25,86246.20565,0.784973145,-0.13444519,-0.590286255,86246.1834,-0.000865261,-0.024297617,-0.009661682,86246.1834,0.498289211,0.920720107,0.129676199,0.000729477,-0.026572123,-0.001774369,-0.008439684,-0.015263959,-0.015862515,XArbitraryZVertical,-0.053060898,0.443961578,0.248337299,0.859308585,0.789353967,-0.129313067,-0.600165308,0,0,0,-1,86215.27121,stationary,1,18:30.6,null,0,0,0,0,null,0,-0.651001,88.544,0.0.0.0,33.234.95.54,4,1,
